35	1
47	1
49	2
50	2
51	1
52	2
53	2
54	2
55	4
56	3
57	2
58	4
59	5
60	3
61	2
62	2
63	3
64	3
65	5
66	3
67	9
68	6
69	2
70	4
71	5
72	8
73	7
74	13
75	10
76	3
77	10
78	13
79	10
80	15
81	13
82	12
83	12
84	11
85	16
86	15
87	15
88	16
89	15
90	15
91	18
92	20
93	26
94	16
95	21
96	23
97	7
98	27
99	21
100	22
101	26
102	22
103	26
104	25
105	9
106	19
107	19
108	15
109	10
110	20
111	15
112	11
113	12
114	19
115	11
116	18
117	25
118	17
119	13
120	13
121	6
122	9
123	15
124	12
125	6
126	7
127	8
128	11
129	5
130	7
131	5
132	7
133	4
134	1
135	3
136	6
137	4
138	2
139	3
140	3
141	3
142	1
143	2
144	3
145	3
146	2
147	1
148	1
149	1
152	1
153	1
154	1
156	1
159	1
160	1
