 0	7
 1	12
 2	11
 3	13
 4	11
 5	10
 6	14
 7	10
 8	6
 9	9
10	16
11	8
12	8
13	15
14	6
15	12
16	12
17	9
18	9
19	11
20	6
21	12
22	18
23	7
24	10
25	10
26	10
27	9
28	8
29	14
30	9
31	16
32	12
33	5
34	12
35	10
36	12
37	13
38	9
39	7
40	8
41	7
42	10
43	12
44	14
45	3
46	13
47	7
48	3
49	6
50	16
51	9
52	9
53	7
54	11
55	8
56	5
57	8
58	4
59	13
60	12
61	11
62	11
63	12
64	12
65	9
66	5
67	12
68	22
69	13
70	7
71	10
72	9
73	8
74	12
75	11
76	11
77	8
78	9
79	12
80	10
81	13
82	8
83	9
84	6
85	8
86	15
87	16
88	7
89	8
90	5
91	11
92	4
93	13
94	13
95	5
96	11
97	13
98	8
99	7
100	3
