 0	4
 1	9
 2	9
 3	16
 4	10
 5	7
 6	12
 7	9
 8	11
 9	10
10	9
11	13
12	12
13	12
14	8
15	15
16	7
17	13
18	11
19	10
20	11
21	10
22	5
23	9
24	13
25	5
26	10
27	6
28	10
29	10
30	20
31	14
32	14
33	7
34	12
35	9
36	7
37	5
38	12
39	7
40	12
41	12
42	10
43	11
44	13
45	5
46	8
47	18
48	6
49	6
50	9
51	12
52	11
53	14
54	14
55	11
56	8
57	10
58	8
59	6
60	10
61	11
62	3
63	6
64	15
65	7
66	7
67	8
68	10
69	11
70	8
71	15
72	9
73	9
74	10
75	11
76	9
77	11
78	12
79	6
80	7
81	13
82	9
83	9
84	7
85	10
86	8
87	12
88	13
89	14
90	17
91	10
92	7
93	9
94	10
95	11
96	6
97	7
98	11
99	11
100	4
